"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"0026085501","0103","2023-07-29T12:10:00.000","1.886942","LA CELIA  - AUT","RISARALDA","LA CELIA","CAUCA","5.001330556","-75.998","Velocidad Viento (10 min)","m/s"
"0026135502","0103","2023-07-29T10:15:00.000","1.301612","EL JAZMIN  - AUT","RISARALDA","SANTA ROSA DE CABAL","CAUCA","4.911944444","-75.62416389","Velocidad Viento (10 min)","m/s"
"0021055501","0103","2023-07-29T14:40:00.000","3.526795","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Velocidad Viento (10 min)","m/s"
"0024035340","0103","2023-07-29T08:30:00.000","1.7","AEROPUERTO A LLERAS C","BOYACÁ","SOGAMOSO","SOGAMOSO","5.677","-72.968","Velocidad Viento (10 min)","m/s"
"0044035501","0103","2023-07-29T01:55:00.000","0","PAUJIL  - AUT","CAQUETA","EL PAUJIL","CAQUETÁ","1.573819444","-75.3402","Velocidad Viento (10 min)","m/s"
"0021025030","0103","2023-07-29T05:40:00.000","3.4","ALTAMIRA EL GRIFO","HUILA","ALTAMIRA","ALTO MAGDALENA","2.079","-75.736","Velocidad Viento (10 min)","m/s"
"0035095130","0103","2023-07-29T20:30:00.000","1.8","LAGUNA DE LA PLAZA","ARAUCA","SARAVENA","CASANARE","6.362","-72.282","Velocidad Viento (10 min)","m/s"
"0053115502","0103","2023-07-29T16:10:00.000","2.767112","JULIO FERNANDEZ  - AUT","VALLE DEL CAUCA","RESTREPO","TAPAJE - DAGUA - DIRECTOS","3.809163889","-76.53305556","Velocidad Viento (10 min)","m/s"
"0048015040","0103","2023-07-29T09:30:00.000","1.2","PTO NARIÑO","AMAZONAS","PUERTO NARIÑO","AMAZONAS - DIRECTOS","-3.78","-70.363","Velocidad Viento (10 min)","m/s"
"0026155503","0103","2023-07-29T16:10:00.000","0.1689804","PLANALTO  - AUT","CALDAS","MANIZALES","CAUCA","4.989722222","-75.58971944","Velocidad Viento (10 min)","m/s"
"0028045501","0103","2023-07-29T20:00:00.000","0","PUEBLO BELLO  - AUT","CESAR","PUEBLO BELLO","CESAR","10.42166667","-73.57471944","Velocidad Viento (10 min)","m/s"
"0026125506","0103","2023-07-29T04:20:00.000","1.39033","EL AGRADO  - AUT","QUINDÍO","MONTENEGRO","CAUCA","4.518333333","-75.7925","Velocidad Viento (10 min)","m/s"
"0044035501","0103","2023-07-29T13:50:00.000","2.655515","PAUJIL  - AUT","CAQUETA","EL PAUJIL","CAQUETÁ","1.573819444","-75.3402","Velocidad Viento (10 min)","m/s"
"0015015100","0103","2023-07-29T11:00:00.000","1.1","PARQUE TAYRONA","MAGDALENA","SANTA MARTA","CARIBE - GUAJIRA","11.31","-73.933","Velocidad Viento (10 min)","m/s"
"0028025502","0103","2023-07-29T18:20:00.000","1.2","APTO ALFONSO LOPEZ","CESAR","VALLEDUPAR","CESAR","10.436","-73.248","Velocidad Viento (10 min)","m/s"
"0044035501","0103","2023-07-29T04:25:00.000","0.2271541","PAUJIL  - AUT","CAQUETA","EL PAUJIL","CAQUETÁ","1.573819444","-75.3402","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2023-07-29T09:25:00.000","0.2070857","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0016015502","0103","2023-07-29T15:15:00.000","1.191858","BLONAY  - AUT","NORTE DE SANTANDER","CHINÁCOTA","CATATUMBO","7.564997222","-72.62110833","Velocidad Viento (10 min)","m/s"
"0026175501","0103","2023-07-29T21:20:00.000","1.238588","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Velocidad Viento (10 min)","m/s"
"3526500201","0103","2023-07-29T10:50:00.000","1.6","LA PRIMAVERA","VICHADA","LA PRIMAVERA","ORINOCO","5.48088889","-70.42130556","Velocidad Viento (10 min)","m/s"
"0021215501","0103","2023-07-29T15:45:00.000","0.9424028","ESPERANZA LA  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.45","-75.25","Velocidad Viento (10 min)","m/s"
"0023025501","0103","2023-07-29T12:15:00.000","2.251767","MANZANARES  - AUT","CALDAS","MANZANARES","MEDIO MAGDALENA","5.163913889","-75.11740833","Velocidad Viento (10 min)","m/s"
"0054035501","0103","2023-07-29T09:00:00.000","1.638476","SANTIAGO GUTIERREZ  - AUT","VALLE DEL CAUCA","ARGELIA","SAN JUÁN","4.726388889","-76.11446944","Velocidad Viento (10 min)","m/s"
"0015085030","0103","2023-07-29T16:20:00.000","4.6","ESCUELA AGRICOLA CARRAIPIA  - AUT","LA GUAJIRA","MAICAO","CARIBE - GUAJIRA","11.21675","-72.35994444","Velocidad Viento (10 min)","m/s"
"0021205502","0103","2023-07-29T23:05:00.000","0.991604","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2023-07-29T04:05:00.000","0","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0052055501","0103","2023-07-29T07:20:00.000","1.116596","OSPINA PEREZ  - AUT","NARIÑO","CONSACÁ","PATÍA","1.254722222","-77.48777778","Velocidad Viento (10 min)","m/s"
"0054035501","0103","2023-07-29T11:45:00.000","1.974448","SANTIAGO GUTIERREZ  - AUT","VALLE DEL CAUCA","ARGELIA","SAN JUÁN","4.726388889","-76.11446944","Velocidad Viento (10 min)","m/s"
"0026145501","0103","2023-07-29T09:30:00.000","0.3824564","APIA  - AUT","RISARALDA","APÍA","CAUCA","5.105055556","-75.93305556","Velocidad Viento (10 min)","m/s"
"0026145504","0103","2023-07-29T14:45:00.000","2.084107","OSPIRMA  - AUT","RISARALDA","GUÁTICA","CAUCA","5.325552778","-75.812775","Velocidad Viento (10 min)","m/s"
"0013035501","0103","2023-07-29T13:30:00.000","2.5","APTO LOS GARZONES","CÓRDOBA","MONTERÍA","SINÚ","8.826","-75.825","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2023-07-29T03:30:00.000","1.761803","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0011080010","0103","2023-07-29T15:30:00.000","0.9","PR CHOCO: BELLAVISTA","CHOCÓ","BOJAYÁ (BELLAVISTA)","ATRATO - DARIÉN","6.559","-76.885","Velocidad Viento (10 min)","m/s"
"0032075501","0103","2023-07-29T18:15:00.000","1.424439","LEJANIAS  - AUT","META","LEJANÍAS","GUAVIARE","3.51995","-74.08978611","Velocidad Viento (10 min)","m/s"
"0026185501","0103","2023-07-29T08:40:00.000","1.008632","SONSON  - AUT","ANTIOQUIA","SONSÓN","CAUCA","5.677719444","-75.34780556","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2023-07-29T04:05:00.000","0.6123435","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0026065501","0103","2023-07-29T04:40:00.000","0.6465297","JAMUNDI  - AUT","VALLE DEL CAUCA","JAMUNDÍ","CAUCA","3.215580556","-76.68021944","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2023-07-29T01:05:00.000","2.398913","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0026165501","0103","2023-07-29T11:10:00.000","3.087245","EL CIPRES  - AUT","CALDAS","SALAMINA","CAUCA","5.433333333","-75.5","Velocidad Viento (10 min)","m/s"
"0052055501","0103","2023-07-29T21:45:00.000","0.3349444","OSPINA PEREZ  - AUT","NARIÑO","CONSACÁ","PATÍA","1.254722222","-77.48777778","Velocidad Viento (10 min)","m/s"
"0044035501","0103","2023-07-29T10:35:00.000","2.926272","PAUJIL  - AUT","CAQUETA","EL PAUJIL","CAQUETÁ","1.573819444","-75.3402","Velocidad Viento (10 min)","m/s"
"0024055501","0103","2023-07-29T10:30:00.000","2.50966","CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","SOGAMOSO","6.863566667","-73.38411667","Velocidad Viento (10 min)","m/s"
"0022070030","0103","2023-07-29T11:10:00.000","2","SANTA HELENA","TOLIMA","RONCESVALLES","SALDAÑA","4.125","-75.5","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2023-07-29T16:40:00.000","1.315652","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0056015010","0103","2023-07-29T22:40:00.000","1.2","PR CHOCO: PANAMERICANA","CHOCÓ","BAHÍA SOLANO (MUTIS)","PACÍFICO - DIRECTOS","6.223","-77.404","Velocidad Viento (10 min)","m/s"
"0048015040","0103","2023-07-29T17:50:00.000","0.3","PTO NARIÑO","AMAZONAS","PUERTO NARIÑO","AMAZONAS - DIRECTOS","-3.78","-70.363","Velocidad Viento (10 min)","m/s"
"0024055501","0103","2023-07-29T11:40:00.000","2.759494","CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","SOGAMOSO","6.863566667","-73.38411667","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2023-07-29T22:15:00.000","0","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0028045501","0103","2023-07-29T00:30:00.000","0.04038681","PUEBLO BELLO  - AUT","CESAR","PUEBLO BELLO","CESAR","10.42166667","-73.57471944","Velocidad Viento (10 min)","m/s"
"0024015503","0103","2023-07-29T04:20:00.000","0","CONFINES  - AUT","SANTANDER","CONFINES","SOGAMOSO","6.373027778","-73.20760833","Velocidad Viento (10 min)","m/s"
"0021105040","0103","2023-07-29T17:20:00.000","0.7","POTOSI HACIENDA","HUILA","CAMPOALEGRE","ALTO MAGDALENA","2.697","-75.299","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2023-07-29T09:30:00.000","6.484253","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0052055230","0103","2023-07-29T20:40:00.000","1.6","AEROPUERTO SAN LUIS - AUT","NARIÑO","ALDANA","PATÍA","0.857","-77.678","Velocidad Viento (10 min)","m/s"
"0021055501","0103","2023-07-29T06:55:00.000","0.2892172","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2023-07-29T17:10:00.000","1.054465","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0026065502","0103","2023-07-29T07:45:00.000","1.058542","TRINIDAD LA  - AUT","CAUCA","PIENDAMÓ","CAUCA","2.750555556","-76.57916667","Velocidad Viento (10 min)","m/s"
"0021215501","0103","2023-07-29T17:55:00.000","0.4842352","ESPERANZA LA  - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.45","-75.25","Velocidad Viento (10 min)","m/s"
"0023025040","0103","2023-07-29T10:10:00.000","4.2","ALBANIA","TOLIMA","MARIQUITA","MEDIO MAGDALENA","5.286","-74.903","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2023-07-29T09:30:00.000","0.02396432","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0021105050","0103","2023-07-29T14:40:00.000","5.8","ROSALES LOS","HUILA","CAMPOALEGRE","ALTO MAGDALENA","2.603","-75.418","Velocidad Viento (10 min)","m/s"
"2201500047","0103","2023-07-29T05:00:00.000","1.9","HERRERA - AUT","TOLIMA","PLANADAS","SALDAÑA","3.284138889","-75.80245","Velocidad Viento (10 min)","m/s"
"0022055020","0103","2023-07-29T22:50:00.000","0.5","MESA DE POLE","TOLIMA","ATACO","SALDAÑA","3.456","-75.536","Velocidad Viento (10 min)","m/s"
"0026125504","0103","2023-07-29T15:20:00.000","0","PARAGUAICITO  - AUT","QUINDÍO","BUENAVISTA","CAUCA","4.395555556","-75.73416667","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2023-07-29T04:35:00.000","6.0724","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2023-07-29T03:50:00.000","0.02482649","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0024035340","0103","2023-07-29T15:40:00.000","2.9","AEROPUERTO A LLERAS C","BOYACÁ","SOGAMOSO","SOGAMOSO","5.677","-72.968","Velocidad Viento (10 min)","m/s"
"0026075501","0103","2023-07-29T10:45:00.000","1.461506","FLORIDA  - AUT","VALLE DEL CAUCA","FLORIDA","CAUCA","3.291469444","-76.17735833","Velocidad Viento (10 min)","m/s"
"0022045502","0103","2023-07-29T09:05:00.000","1.02593","EL RUBY  - AUT","TOLIMA","PLANADAS","SALDAÑA","3.95","-75.66666667","Velocidad Viento (10 min)","m/s"
"0015085030","0103","2023-07-29T03:00:00.000","3.8","ESCUELA AGRICOLA CARRAIPIA  - AUT","LA GUAJIRA","MAICAO","CARIBE - GUAJIRA","11.21675","-72.35994444","Velocidad Viento (10 min)","m/s"
"0026125508","0103","2023-07-29T12:25:00.000","1.486681","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Velocidad Viento (10 min)","m/s"
"0026125061","0103","2023-07-29T22:10:00.000","1.4","APTO EL EDEN","QUINDÍO","ARMENIA","CAUCA","4.455","-75.766","Velocidad Viento (10 min)","m/s"
"0026155503","0103","2023-07-29T01:35:00.000","0","PLANALTO  - AUT","CALDAS","MANIZALES","CAUCA","4.989722222","-75.58971944","Velocidad Viento (10 min)","m/s"
"0035165000","0103","2023-07-29T23:50:00.000","3.6","EL TUNEL","BOYACÁ","CUÍTIVA","META","5.575","-72.941","Velocidad Viento (10 min)","m/s"
"0021015502","0103","2023-07-29T06:20:00.000","0","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Velocidad Viento (10 min)","m/s"
"0026125502","0103","2023-07-29T01:10:00.000","0","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Velocidad Viento (10 min)","m/s"
"0026125504","0103","2023-07-29T17:40:00.000","0","PARAGUAICITO  - AUT","QUINDÍO","BUENAVISTA","CAUCA","4.395555556","-75.73416667","Velocidad Viento (10 min)","m/s"
"0026135502","0103","2023-07-29T22:50:00.000","0.1356489","EL JAZMIN  - AUT","RISARALDA","SANTA ROSA DE CABAL","CAUCA","4.911944444","-75.62416389","Velocidad Viento (10 min)","m/s"
"0021205502","0103","2023-07-29T22:20:00.000","1.473579","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Velocidad Viento (10 min)","m/s"
"0023025501","0103","2023-07-29T20:25:00.000","2.353235","MANZANARES  - AUT","CALDAS","MANZANARES","MEDIO MAGDALENA","5.163913889","-75.11740833","Velocidad Viento (10 min)","m/s"
"0052055501","0103","2023-07-29T04:55:00.000","0.3669603","OSPINA PEREZ  - AUT","NARIÑO","CONSACÁ","PATÍA","1.254722222","-77.48777778","Velocidad Viento (10 min)","m/s"
"0011030010","0103","2023-07-29T10:00:00.000","1.7","PR CHOCO: CERTEGUI","CHOCÓ","CÉRTEGUI","ATRATO - DARIÉN","5.375","-76.613","Velocidad Viento (10 min)","m/s"
"0052055090","0103","2023-07-29T11:50:00.000","6.7","SINDAGUA","NARIÑO","TANGUA","PATÍA","1.108","-77.389","Velocidad Viento (10 min)","m/s"
"0023025502","0103","2023-07-29T06:15:00.000","1.592541","ALMACAFE LETRAS  - AUT","CALDAS","MANIZALES","MEDIO MAGDALENA","5.044997222","-75.33221944","Velocidad Viento (10 min)","m/s"
"0026135501","0103","2023-07-29T20:20:00.000","0.7488667","EL PILAMO  - AUT","RISARALDA","PEREIRA","CAUCA","4.868333333","-75.79333333","Velocidad Viento (10 min)","m/s"
"0016025503","0103","2023-07-29T00:20:00.000","2.199748","GRAMALOTE  - AUT","NORTE DE SANTANDER","GRAMALOTE","CATATUMBO","7.923163889","-72.83375556","Velocidad Viento (10 min)","m/s"
"0021105040","0103","2023-07-29T03:30:00.000","0.6","POTOSI HACIENDA","HUILA","CAMPOALEGRE","ALTO MAGDALENA","2.697","-75.299","Velocidad Viento (10 min)","m/s"
"0026065502","0103","2023-07-29T04:45:00.000","1.993194","TRINIDAD LA  - AUT","CAUCA","PIENDAMÓ","CAUCA","2.750555556","-76.57916667","Velocidad Viento (10 min)","m/s"
"0021185501","0103","2023-07-29T05:50:00.000","0","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2023-07-29T03:40:00.000","6.119061","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0016055501","0103","2023-07-29T01:15:00.000","2.960332","GABRIEL MARIA  - AUT","NORTE DE SANTANDER","CONVENCIÓN","CATATUMBO","8.412497222","-73.33944167","Velocidad Viento (10 min)","m/s"
"0026085501","0103","2023-07-29T19:40:00.000","1.67754","LA CELIA  - AUT","RISARALDA","LA CELIA","CAUCA","5.001330556","-75.998","Velocidad Viento (10 min)","m/s"
"0021105050","0103","2023-07-29T14:50:00.000","6.9","ROSALES LOS","HUILA","CAMPOALEGRE","ALTO MAGDALENA","2.603","-75.418","Velocidad Viento (10 min)","m/s"
"0017025020","0103","2023-07-29T00:00:00.000","4.1","AEROPUERTO EL EMBRUJO","ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA","SAN ANDRES Y  PROVIDENCIA (SANTA ISABEL)","ISLAS CARIBE","13.36","-81.358","Velocidad Viento (10 min)","m/s"
"0021065040","0103","2023-07-29T01:10:00.000","0.9","ZULUAGA","HUILA","GARZÓN","ALTO MAGDALENA","2.252","-75.529","Velocidad Viento (10 min)","m/s"
"0021185501","0103","2023-07-29T16:05:00.000","0.8269802","ROVIRA  - AUT","TOLIMA","ROVIRA","ALTO MAGDALENA","4.266666667","-75.28305556","Velocidad Viento (10 min)","m/s"
"0022070030","0103","2023-07-29T04:30:00.000","1.2","SANTA HELENA","TOLIMA","RONCESVALLES","SALDAÑA","4.125","-75.5","Velocidad Viento (10 min)","m/s"
"0052055230","0103","2023-07-29T02:10:00.000","1.4","AEROPUERTO SAN LUIS - AUT","NARIÑO","ALDANA","PATÍA","0.857","-77.678","Velocidad Viento (10 min)","m/s"
"0021065501","0103","2023-07-29T23:35:00.000","0.8293902","JORGE VILLAMIL  - AUT","HUILA","GIGANTE","ALTO MAGDALENA","2.325552778","-75.50972222","Velocidad Viento (10 min)","m/s"
"0023085501","0103","2023-07-29T09:50:00.000","0.805091","COCORNA  - AUT","ANTIOQUIA","COCORNÁ","MEDIO MAGDALENA","6.061941667","-75.18666667","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2023-07-29T02:40:00.000","0","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0044015501","0103","2023-07-29T11:40:00.000","0","MOCOA  - AUT","PUTUMAYO","MOCOA","CAQUETÁ","1.084997222","-76.70763889","Velocidad Viento (10 min)","m/s"
"0021205502","0103","2023-07-29T09:25:00.000","0.8179352","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Velocidad Viento (10 min)","m/s"
"0052055501","0103","2023-07-29T19:55:00.000","1.740136","OSPINA PEREZ  - AUT","NARIÑO","CONSACÁ","PATÍA","1.254722222","-77.48777778","Velocidad Viento (10 min)","m/s"
"0011030010","0103","2023-07-29T00:40:00.000","0.4","PR CHOCO: CERTEGUI","CHOCÓ","CÉRTEGUI","ATRATO - DARIÉN","5.375","-76.613","Velocidad Viento (10 min)","m/s"
"0035165000","0103","2023-07-29T11:10:00.000","5.9","EL TUNEL","BOYACÁ","CUÍTIVA","META","5.575","-72.941","Velocidad Viento (10 min)","m/s"
"0026065502","0103","2023-07-29T15:25:00.000","3.236401","TRINIDAD LA  - AUT","CAUCA","PIENDAMÓ","CAUCA","2.750555556","-76.57916667","Velocidad Viento (10 min)","m/s"
"0035165000","0103","2023-07-29T03:20:00.000","4.7","EL TUNEL","BOYACÁ","CUÍTIVA","META","5.575","-72.941","Velocidad Viento (10 min)","m/s"
"0026135501","0103","2023-07-29T01:35:00.000","1.062736","EL PILAMO  - AUT","RISARALDA","PEREIRA","CAUCA","4.868333333","-75.79333333","Velocidad Viento (10 min)","m/s"
"0035215020","0103","2023-07-29T21:40:00.000","2","APTO YOPAL","CASANARE","YOPAL","META","5.32","-72.388","Velocidad Viento (10 min)","m/s"
"0026065501","0103","2023-07-29T14:35:00.000","1.746837","JAMUNDI  - AUT","VALLE DEL CAUCA","JAMUNDÍ","CAUCA","3.215580556","-76.68021944","Velocidad Viento (10 min)","m/s"
"0026185501","0103","2023-07-29T22:45:00.000","1.712803","SONSON  - AUT","ANTIOQUIA","SONSÓN","CAUCA","5.677719444","-75.34780556","Velocidad Viento (10 min)","m/s"
"0021065501","0103","2023-07-29T01:35:00.000","0","JORGE VILLAMIL  - AUT","HUILA","GIGANTE","ALTO MAGDALENA","2.325552778","-75.50972222","Velocidad Viento (10 min)","m/s"
"0023085501","0103","2023-07-29T12:50:00.000","1.418677","COCORNA  - AUT","ANTIOQUIA","COCORNÁ","MEDIO MAGDALENA","6.061941667","-75.18666667","Velocidad Viento (10 min)","m/s"
"0032075501","0103","2023-07-29T22:00:00.000","0","LEJANIAS  - AUT","META","LEJANÍAS","GUAVIARE","3.51995","-74.08978611","Velocidad Viento (10 min)","m/s"
"0021125010","0103","2023-07-29T16:10:00.000","1.9","SANTA MARIA","HUILA","SANTA MARÍA","ALTO MAGDALENA","2.936","-75.589","Velocidad Viento (10 min)","m/s"
"0021035040","0103","2023-07-29T12:20:00.000","3.2","LIBANO EL","HUILA","SUAZA","ALTO MAGDALENA","1.868","-75.828","Velocidad Viento (10 min)","m/s"
"0026125508","0103","2023-07-29T02:45:00.000","0","LACATALINA  - AUT","RISARALDA","PEREIRA","CAUCA","4.7475","-75.73805556","Velocidad Viento (10 min)","m/s"
"0048015040","0103","2023-07-29T09:10:00.000","1.3","PTO NARIÑO","AMAZONAS","PUERTO NARIÑO","AMAZONAS - DIRECTOS","-3.78","-70.363","Velocidad Viento (10 min)","m/s"
"0021055501","0103","2023-07-29T05:00:00.000","0","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Velocidad Viento (10 min)","m/s"
"0021205502","0103","2023-07-29T15:20:00.000","1.591909","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Velocidad Viento (10 min)","m/s"
"0026065502","0103","2023-07-29T22:00:00.000","0.4598706","TRINIDAD LA  - AUT","CAUCA","PIENDAMÓ","CAUCA","2.750555556","-76.57916667","Velocidad Viento (10 min)","m/s"
"0022045502","0103","2023-07-29T07:30:00.000","0.4800068","EL RUBY  - AUT","TOLIMA","PLANADAS","SALDAÑA","3.95","-75.66666667","Velocidad Viento (10 min)","m/s"
"0021050060","0103","2023-07-29T21:50:00.000","0.7","ARGENTINA LA","HUILA","LA ARGENTINA","ALTO MAGDALENA","2.199","-75.972","Velocidad Viento (10 min)","m/s"
"0026185501","0103","2023-07-29T16:10:00.000","2.193722","SONSON  - AUT","ANTIOQUIA","SONSÓN","CAUCA","5.677719444","-75.34780556","Velocidad Viento (10 min)","m/s"
"0023025502","0103","2023-07-29T11:40:00.000","3.350522","ALMACAFE LETRAS  - AUT","CALDAS","MANIZALES","MEDIO MAGDALENA","5.044997222","-75.33221944","Velocidad Viento (10 min)","m/s"
"0026175501","0103","2023-07-29T14:10:00.000","1.479018","RAFAEL ESCOBAR  - AUT","CALDAS","SUPIA","CAUCA","5.45","-75.63305556","Velocidad Viento (10 min)","m/s"
"0021165501","0103","2023-07-29T16:50:00.000","6.100497","DOLORES  - AUT","TOLIMA","DOLORES","ALTO MAGDALENA","3.537155556","-74.82982778","Velocidad Viento (10 min)","m/s"
"0021055501","0103","2023-07-29T20:00:00.000","1.769087","SIMON CAMPOS  - AUT","HUILA","LA PLATA","ALTO MAGDALENA","2.345830556","-75.87805556","Velocidad Viento (10 min)","m/s"
"0054035501","0103","2023-07-29T21:25:00.000","1.186407","SANTIAGO GUTIERREZ  - AUT","VALLE DEL CAUCA","ARGELIA","SAN JUÁN","4.726388889","-76.11446944","Velocidad Viento (10 min)","m/s"
"0052055230","0103","2023-07-29T22:10:00.000","1.1","AEROPUERTO SAN LUIS - AUT","NARIÑO","ALDANA","PATÍA","0.857","-77.678","Velocidad Viento (10 min)","m/s"
"0016055501","0103","2023-07-29T04:00:00.000","2.43012","GABRIEL MARIA  - AUT","NORTE DE SANTANDER","CONVENCIÓN","CATATUMBO","8.412497222","-73.33944167","Velocidad Viento (10 min)","m/s"
"0023025501","0103","2023-07-29T00:10:00.000","2.824866","MANZANARES  - AUT","CALDAS","MANZANARES","MEDIO MAGDALENA","5.163913889","-75.11740833","Velocidad Viento (10 min)","m/s"
"0054035501","0103","2023-07-29T03:20:00.000","1.124388","SANTIAGO GUTIERREZ  - AUT","VALLE DEL CAUCA","ARGELIA","SAN JUÁN","4.726388889","-76.11446944","Velocidad Viento (10 min)","m/s"
"0026125506","0103","2023-07-29T12:00:00.000","0.7241102","EL AGRADO  - AUT","QUINDÍO","MONTENEGRO","CAUCA","4.518333333","-75.7925","Velocidad Viento (10 min)","m/s"
"0052055501","0103","2023-07-29T12:45:00.000","2.264876","OSPINA PEREZ  - AUT","NARIÑO","CONSACÁ","PATÍA","1.254722222","-77.48777778","Velocidad Viento (10 min)","m/s"
"0021015502","0103","2023-07-29T13:25:00.000","1.744589","SAN AGUSTIN  - AUT","HUILA","SAN AGUSTÍN","ALTO MAGDALENA","1.851416667","-76.30433056","Velocidad Viento (10 min)","m/s"
"0011080010","0103","2023-07-29T04:30:00.000","0.9","PR CHOCO: BELLAVISTA","CHOCÓ","BOJAYÁ (BELLAVISTA)","ATRATO - DARIÉN","6.559","-76.885","Velocidad Viento (10 min)","m/s"
"0011175000","0103","2023-07-29T10:30:00.000","1.8","PR CHOCO: ATRATO","CHOCÓ","EL ATRATO","ATRATO - DARIÉN","5.529","-76.634","Velocidad Viento (10 min)","m/s"
"0026125502","0103","2023-07-29T04:10:00.000","2.125898","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Velocidad Viento (10 min)","m/s"
"0023085501","0103","2023-07-29T07:05:00.000","0","COCORNA  - AUT","ANTIOQUIA","COCORNÁ","MEDIO MAGDALENA","6.061941667","-75.18666667","Velocidad Viento (10 min)","m/s"
"0026155503","0103","2023-07-29T14:00:00.000","2.303117","PLANALTO  - AUT","CALDAS","MANIZALES","CAUCA","4.989722222","-75.58971944","Velocidad Viento (10 min)","m/s"
"0026145504","0103","2023-07-29T11:50:00.000","2.557349","OSPIRMA  - AUT","RISARALDA","GUÁTICA","CAUCA","5.325552778","-75.812775","Velocidad Viento (10 min)","m/s"
